id,theme_code,covidence_num,reported_concept_id,zotero_citation_key,study_id,year,reported_concept_parent,extracted_field,extracted_category,reported_concept,domain_code,sub_domain_code,mapped_parent_term,parent_domain,attribute_sequence_with_versioning,[ARCHIVE - no variable] reported_concept_def,reported_concept_def,notes,domain_notes,concept_eval_methods,concept_meas_consid,concept_eval_criteria,concept_is_primary,extraction_confidence,source_synonyms,scr_term,delphi_term,scr_group,scr_subgroup,scr_attribute,consensus_attribute,scr_criteria,scr_status,consensus_theme,consensus_domain,consensus_sub-domain,consensus_criteria,related_concept
589,5,47,RC_C47_D01_SD00_A11,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Organisation,Z_Additional_Theme_11,Attribute,Shared resources,,,#N/A,,10,"Shared resources: Potential resources include relevant materials (ex. raw data), equipment (ex. software, analysis tools, etc.), etc.","Shared resources: Potential resources include relevant materials (ex. raw data), equipment (ex. software, analysis tools, etc.), etc.", ,,N/A,N/A,Are resources shared in the OH surveillance system?,,,Pending,governance,governance,Organizational attributes,Support function attributes,Governance,governance,Shared resources,Pending,Collaboration,Operations actors ,N/A,Shared resources,Pending
643,4,47,RC_C47_D02_SD00_A01,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Operational activities,Z_Additional_Theme_17,Attribute,Protocol design,,,#N/A,,14,Protocol design,N/A, ,,N/A,N/A,What level of cross-sectoral collaboration occurs when designing surveillance protocols?,,,Pending,governance,governance,Organizational attributes,System function attributes,Governance,N/A,Protocol design,Pending,Collaboration,Operations actors ,One Health,Pending,Collaboration
679,4,47,RC_C47_D02_SD00_A05,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Operational activities,Z_Additional_Theme_21,Attribute,Sharing agreement,,,#N/A,,15,Sharing agreement,N/A, ,,N/A,N/A,"Are data sharing agreements (specifying issues related to data management, data storage, data ownership and confidentiality) between relevant sectors are implemented?",,,Pending,governance,governance,Organizational attributes,Support function attributes,Governance,governance,Sharing agreement,Pending,Collaboration,Operations actors ,N/A,Sharing agreement,Pending
713,4,47,RC_C47_D02_SD00_A10,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Operational activities,Z_Additional_Theme_26,Attribute,Sharing techniques ,,,#N/A,,16,Sharing techniques ,N/A, ,,N/A,N/A,"Are statistical analyses, and visualization procedures shared across networks/sectors (e.g. syndromic surveillance scripts)?",,,Pending,governance,governance,Organizational attributes,Support function attributes,Governance,governance,Sharing techniques ,Pending,Collaboration,Operations actors ,N/A,Sharing techniques ,Pending
718,4,47,RC_C47_D02_SD00_A11,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Operational activities,Z_Additional_Theme_27,Attribute,Sharing expertise ,,,#N/A,,17,Sharing expertise ,N/A, ,,N/A,N/A,Is scientific expertise shared between actors from different sectors to interpret the results? ,,,Pending,governance,governance,Organizational attributes,Support function attributes,Governance,governance,Sharing expertise ,Pending,Collaboration,Operations actors ,N/A,Sharing expertise ,Pending
747,5,47,RC_C47_D03_SD00_A16,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Impact,Z_Additional_Theme_40,Attribute,Strategy,,,#N/A,,7,Strategic plan,Strategic plan, ,,N/A,N/A,Is a common strategic plan that defines actions to set up or strengthen OH collaborations and the major steps or milestones needed to be reached by all stakeholders developed? ,,,Pending,governance,governance,Organizational attributes,Support function attributes,Governance,governance,Strategy/Strategic plan,Pending,Collaboration,Operations actors ,N/A,Strategy/Strategic plan,Pending
660,5,47,RC_C47_D02_SD00_A03,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Operational activities,Z_Additional_Theme_19,Attribute,Laboratory techniques,,,#N/A,,18,"Laboratory techniques: The existence of procedures and protocols for conversion of laboratory results across multiple sectors is a prerequisite for data interoperability between sectors. If sectors use different laboratory tests or interpret results with different standards, it might impact the flow and use of information.","Laboratory techniques: The existence of procedures and protocols for conversion of laboratory results across multiple sectors is a prerequisite for data interoperability between sectors. If sectors use different laboratory tests or interpret results with different standards, it might impact the flow and use of information.", ,,N/A,N/A,Are laboratory techniques and procedures harmonized across sectors? ,,,Pending,laboratoryAndSampleManagement,laboratoryAndSampleManagement,Organizational attributes,System process attributes,Laboratory and sample management,coherence,Laboratory techniques,Pending,Integration and stability,System interoperability,N/A,Laboratory techniques,compatability
,,47,RC_C47_D01_SD00_A00,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,N/A,Z_Domain_01,Domain,Organisation,132,,,2,,"The organization of the collaborative system

1.1 Formalisation: focuses on the common aim of the system, support documentations, coordination roles, and leadership in the OH surveillance system

1.2 Coverage / transdisciplinary: addresses whether the surveillance covers all relevant sectors, disciplines, actors, geography, populations and hazards

1.3 Resources: addresses aspects related to financial and human resources, sharing of the available operational resources, and training

1.4 Evaluation and resilience: focuses on internal and external evaluations, implementation of corrective measures, and the capacity of the OH surveillance system to adapt to changes","The organization of the collaborative system

1.1 Formalisation: focuses on the common aim of the system, support documentations, coordination roles, and leadership in the OH surveillance system

1.2 Coverage / transdisciplinary: addresses whether the surveillance covers all relevant sectors, disciplines, actors, geography, populations and hazards

1.3 Resources: addresses aspects related to financial and human resources, sharing of the available operational resources, and training

1.4 Evaluation and resilience: focuses on internal and external evaluations, implementation of corrective measures, and the capacity of the OH surveillance system to adapt to changes",,"N/A

",,,,,,,missing,,,,,,,,,,,,
,,47,RC_C47_D02_SD00_A00,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,N/A,Z_Domain_02,Domain,Operational activities,133,,,3,,"The nature and functioning of collaborations for operational activities

2.1 Data collection / methods sharing: concerns the level of multi-sectoral collaboration in the design of surveillance protocols, data collection, harmonization of laboratory techniques and data warehousing

2.2 Data sharing: addresses data sharing agreements, evaluation of data quality, use of shared data, and the compliance of data with the FAIR principle

2.3 Data analysis and interpretation: addresses multi-sectoral integration for data analysis, sharing of statistical analysis techniques, sharing of scientific expertise, and harmonization of indicators

2.4 Communication: focuses on both internal and external communication processes, dissemination to decision-makers, and information sharing in case of suspicion","The nature and functioning of collaborations for operational activities

2.1 Data collection / methods sharing: concerns the level of multi-sectoral collaboration in the design of surveillance protocols, data collection, harmonization of laboratory techniques and data warehousing

2.2 Data sharing: addresses data sharing agreements, evaluation of data quality, use of shared data, and the compliance of data with the FAIR principle

2.3 Data analysis and interpretation: addresses multi-sectoral integration for data analysis, sharing of statistical analysis techniques, sharing of scientific expertise, and harmonization of indicators

2.4 Communication: focuses on both internal and external communication processes, dissemination to decision-makers, and information sharing in case of suspicion",,N/A,,,,,,,missing,,,,,,,,,,,,
686.6,5,47,RC_C47_D02_SD00_A06.5,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Operational activities,Z_Additional_Theme_22,Attribute,Data quality - accuracy,,,#N/A,,19,"Data quality: Some examples of data quality indicators: completeness, [[accuracy]], consistency, integrity, validity, timeliness etc.","Data quality: Some examples of data quality indicators: completeness, [[accuracy]], consistency, integrity, validity, timeliness etc.",Accuracy,,N/A,N/A,Is the evaluation of data quality conducted systematically (using relevant indicators of data quality) and results/findings shared between sectors?,,,,missing,,,,,,Pending,Pending,Surveillance effectiveness,data quality,N/A,N/A,
686.7,5,47,RC_C47_D02_SD00_A06.6,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Operational activities,Z_Additional_Theme_22,Attribute,Data quality - integrity,,,#N/A,,20,"Data quality: Some examples of data quality indicators: completeness, accuracy, consistency, [[integrity]], validity, timeliness etc.","Data quality: Some examples of data quality indicators: completeness, accuracy, consistency, [[integrity]], validity, timeliness etc.",Integrity,,N/A,N/A,Is the evaluation of data quality conducted systematically (using relevant indicators of data quality) and results/findings shared between sectors?,,,,missing,,,,,,Pending,Pending,Surveillance effectiveness,data quality,N/A,N/A,
741,5,47,RC_C47_D03_SD00_A02,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Impact,Z_Additional_Theme_35,Attribute,Improved knowledge,,,#N/A,,8,"Improved knowledge - OH surveillance systems have the capacity to integrate large, multi-sectoral, quantities of information and data to produce new data, knowledge and methods. This can be evidenced by reports, scientific publications, seminars, conferences, specific training courses and reinvestment of new knowledge to improve the surveillance system.","Improved knowledge - OH surveillance systems have the capacity to integrate large, multi-sectoral, quantities of information and data to produce new data, knowledge and methods. This can be evidenced by reports, scientific publications, seminars, conferences, specific training courses and reinvestment of new knowledge to improve the surveillance system.", ,,N/A,N/A,"Has the OH surveillance system improved the knowledge of the epidemiological situation of the targeted hazard, as evidenced by the following outputs?",,,N/A,missing,,Value attributes,System performance attributes,Impact,communication and dissemination,Improved knowledge,Pending,Collaboration,Pending,N/A,new knowledge,Pending
749,5,47,RC_C47_D03_SD00_A07,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Impact,Z_Additional_Theme_40,Attribute,Advocacy,,,#N/A,,9,"Advocacy: Advocacy includes activities and publications (media, legislative, and grassroots efforts) to influence public policy, laws and budgets, and to educate target groups (government officials, students in public, animal and environmental health education, and the public) about the mitigation of the hazard risk based on the information obtained from the OH surveillance system.","Advocacy: Advocacy includes activities and publications (media, legislative, and grassroots efforts) to influence public policy, laws and budgets, and to educate target groups (government officials, students in public, animal and environmental health education, and the public) about the mitigation of the hazard risk based on the information obtained from the OH surveillance system.", ,,N/A,N/A,Is effective advocacy being conducted by the OH surveillance system or by another stakeholder (not directly involved in the OH surveillance system) using information produced by the OH surveillance system?,,,Pending,missing,,Value attributes,System performance attributes,Impact,N/A,Advocacy,Pending,Collaboration,Operations actors ,One Health,Pending,Collaboration
746,4,47,RC_C47_D03_SD00_A08,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Impact,Z_Additional_Theme_40,Attribute,Awareness,,,#N/A,,10,Awareness,N/A, ,,N/A,N/A," Does the OH surveillance system contribute to an increase in the level of awareness among stakeholders about the epidemiological situation (distribution, patterns, and determinants of the hazard of interest in defined human and animal populations as well as on the environment) of the hazard?",,,N/A,missing,,Value attributes,System performance attributes,Impact,communication and dissemination,Awareness,Pending,Collaboration,Pending,N/A,awareness,Pending
753,5,47,RC_C47_D03_SD00_A09,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Impact,Z_Additional_Theme_40,Attribute,Behavioural changes,,,#N/A,,11,"Behavioural changes: Behavioral changes include attitude, lifestyle changes","Behavioural changes: Behavioral changes include attitude, lifestyle changes", ,,N/A,N/A,Have behavioral changes been observed in the population at risk based on or informed by the OH surveillance system? ,,,N/A,missing,,Value attributes,System performance attributes,Impact,benefits,Behavioural changes,Pending,Financial performance and resources,Benefit,N/A,Behavioural changes,Pending
754,5,47,RC_C47_D03_SD00_A10,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Impact,Z_Additional_Theme_40,Attribute,Health outcome,,,#N/A,,12,"Health outcomes include reduction of incidence, prevalence, case fatality, mortality, etc","Health outcomes include reduction of incidence, prevalence, case fatality, mortality, etc", ,,N/A,N/A,"Have the health outcomes among human and animal populations and ecosystems improved and achieved the goals set by decision-makers, as a result of the implementation of interventions informed by the OH surveillance?",,,Pending,missing,,Value attributes,System performance attributes,Impact,N/A,Health outcome,Pending,Collaboration,Operations actors ,One Health,Pending,Pending
755,,47,RC_C47_D03_SD00_A12,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Impact,Z_Additional_Theme_40,Attribute,Interventions,,,#N/A,,13,"Evidence-based interventions are practices or programs that have peer-reviewed, documented empirical evidence of effectiveness.","Evidence-based interventions are practices or programs that have peer-reviewed, documented empirical evidence of effectiveness.", ,,N/A,N/A,Have interventions been developed and implemented in a timely manner based on the evidence provided by the OH surveillance system (e.g. data from human sector feeding interventions in the animal sector)? ,,,Pending,missing,,Value attributes,System performance attributes,Impact,N/A,Interventions,Pending,Collaboration,Operations actors ,One Health,Pending,Collaboration
752,4,47,RC_C47_D03_SD00_A13,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Impact,Z_Additional_Theme_40,Attribute,Policy changes,,,#N/A,,14,Policy changes,N/A, ,,N/A,N/A,"Have policy (e.g. regulations, public interventions) changes been made based on, or informed by, evidence or recommendations from the OH surveillance system?",,,N/A,missing,,Value attributes,System performance attributes,Impact,usefulness,Policy changes,Pending,Financial performance and resources,Impact,N/A,policy changes,N/A
611,5,47,RC_C47_D01_SD00_A13,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Organisation,Z_Additional_Theme_13,Attribute,Internal evaluation,,,#N/A,,11,"Internal evaluation: It is expected that a system of indicators was developed and validated by the steering committee. The indicators are exhaustive, address all surveillance steps, are measured according to the planned frequency, and enable an effective monitoring of the functioning of the OH surveillance system.","Internal evaluation: It is expected that a system of indicators was developed and validated by the steering committee. The indicators are exhaustive, address all surveillance steps, are measured according to the planned frequency, and enable an effective monitoring of the functioning of the OH surveillance system.", ,,N/A,N/A,Are effective internal evaluations of the functioning of the OH surveillance system conducted (regularly)?,,,N/A,performanceMonitoringAndEvaluation,,Organizational attributes,Support function attributes,Performance monitoring and evaluation,governance,Internal evaluation,Pending,Collaboration,Operations actors ,N/A,indicators,Pending
619,5,47,RC_C47_D01_SD00_A14,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Organisation,Z_Additional_Theme_14,Attribute,External evaluation,,,#N/A,,12,"External evaluation: External evaluations of the OH surveillance system are expected to be conducted regularly (every 3-4 years), according to a well-known and complete methodology. The evaluations should consider actors' expectations and experience regarding the functioning of the OH surveillance system.","External evaluation: External evaluations of the OH surveillance system are expected to be conducted regularly (every 3-4 years), according to a well-known and complete methodology. The evaluations should consider actors' expectations and experience regarding the functioning of the OH surveillance system.", ,,N/A,N/A,Are effective external evaluations of the OH surveillance system conducted?,,,Pending,performanceMonitoringAndEvaluation,,Organizational attributes,Support function attributes,Performance monitoring and evaluation,N/A,External evaluation,Pending,Collaboration,Operations actors ,One Health,Pending,Pending
627,4,47,RC_C47_D01_SD00_A15,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Organisation,Z_Additional_Theme_15,Attribute,Corrective measures,,,#N/A,,13,Corrective measures,N/A, ,,N/A,N/A,Have corrective measures been taken based on the results of a previous evaluation of the OH surveillance system?,,,flexibility,performanceMonitoringAndEvaluation,,Organizational attributes,Support function attributes,Performance monitoring and evaluation,adaptability,Corrective measures,Pending,Integration and stability,Resiliency,N/A,N/A,Pending
748,5,47,RC_C47_D03_SD00_A14,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Impact,Z_Additional_Theme_40,Attribute,Preparedness,,,#N/A,,15,"Preparedness: Preparedness corresponds to the set of actions that are taken as precautionary measures in the face of potential hazard-related issues. These actions can include written procedures, the resources available and training for emergency action","Preparedness: Preparedness corresponds to the set of actions that are taken as precautionary measures in the face of potential hazard-related issues. These actions can include written procedures, the resources available and training for emergency action", ,,N/A,N/A,Has better preparedness been developed from OH surveillance results? Have interventions been developed and implemented in a timely manner based on the evidence provided by the OH surveillance system (e.g. data from human sector feeding interventions in the animal sector)? ,,,N/A,preparedness,preparedness,Value attributes,System performance attributes,Impact,preparedness,Preparedness,Pending,Integration and stability,Capacity,N/A,N/A,technical competence and training
737,5,47,RC_C47_D03_SD00_A01,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Impact,Z_Additional_Theme_34,Attribute,Emergence detection,,,#N/A,,16,"Emergence detection: Hazard emergence may be defined as a rapid increase in number of cases (incidence, prevalence) or geographical range. This definition should be adapted to the specificities of the hazard, the epidemiological situation and the objectives of the surveillance system under study.","Emergence detection: Hazard emergence may be defined as a rapid increase in number of cases (incidence, prevalence) or geographical range. This definition should be adapted to the specificities of the hazard, the epidemiological situation and the objectives of the surveillance system under study.", ,,N/A,N/A,"Does the detection of hazard emergence based on OH surveillance data occur within appropriate timeframes (for implementation of preventive, surveillance and control measures)?",,,Pending,sensitivity,sensitivity,Effectiveness attributes,Evidence quality attributes,Sensitivity,N/A,Detection sensitivity,Pending,Collaboration,Operations actors ,One Health,Pending,Pending
569,4,47,RC_C47_D01_SD00_A09,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Organisation,Z_Additional_Theme_09,Attribute,Budget,,,#N/A,,14,Budget,N/A, ,,N/A,N/A,Is a sufficient and sustainable budget allocated for the steering and operational activities of the OH surveillance system?,,,N/A,sustainability,sustainability,Functional attributes,System function attributes,Sustainability,sustainability,Resource availability,Pending,Integration and stability,Capacity,N/A,N/A,Pending
418,4,47,RC_C47_D01_SD00_A10,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Organisation,Z_Additional_Theme_10,Attribute,Human resources,,,#N/A,,15,Human resources,N/A, ,,N/A,N/A,Are sufficient and sustainable human resources (i.e. personnel and time) assigned to the OH surveillance system?,,,Pending,sustainability,sustainability,Functional attributes,System function attributes,Sustainability,N/A,"Human resources 
",Pending,Integration and stability,Resource availability,Human resources,Pending,Pending
602,4,47,RC_C47_D01_SD00_A12,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Organisation,Z_Additional_Theme_12,Attribute,Training ,,,#N/A,,16,Training ,N/A, ,,N/A,N/A,Is the training (including soft skills training) in OH approaches sufficient (in terms of the number of persons trained and frequency/continuity of organization) and appropriate (in terms of items/thematic proposed)?,,,N/A,technicalCompetenceAndTraining,technicalCompetenceAndTraining,Organizational attributes,Support function attributes,Technical competence and training,technical competence and training,Pending,Pending,Integration and stability,Techonology readiness,N/A,N/A,Pending
686.5,5,47,RC_C47_D02_SD00_A06.3,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Operational activities,Z_Additional_Theme_22,Attribute,Data quality - timeliness,,,#N/A,,21,"Data quality: Some examples of data quality indicators: completeness, accuracy, consistency, integrity, validity, [[timeliness]] etc.","Data quality: Some examples of data quality indicators: completeness, accuracy, consistency, integrity, validity, [[timeliness]] etc.",Timeliness,,N/A,N/A,Is the evaluation of data quality conducted systematically (using relevant indicators of data quality) and results/findings shared between sectors?,,,N/A,timeliness,timeliness,,,Timeliness,timeliness,Pending,Pending,Surveillance effectiveness,data quality,N/A,N/A,accessibility
694,4,47,RC_C47_D02_SD00_A07,tegegneOHEpiCapSemiquantitativeTool2023,Tegegne 2023,2023,Operational activities,Z_Additional_Theme_23,Attribute,Usefulness ,,,#N/A,,22,Usefulness ,N/A, ,,N/A,N/A,Do the shared data serve their purpose in the context of OH surveillance?,,,appropriateness; relevance; utility,usefulness,impact,Value attributes,System performance attributes,Usefulness,usefulness,Pending,Pending,Financial performance and resources,Impact,N/A,N/A,effectiveness
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
